3.793675083E0	1.18267471
3.803602083E0	0.62089294
3.813530083E0	1.16785553
3.823458083E0	0.79722626
3.833385083E0	1.09989685
3.843313083E0	0.60801971
3.853241083E0	0.91637848
3.863169083E0	0.48632278
3.873096083E0	0.77402451
3.883024083E0	0.48692154
3.892952083E0	0.74169174
3.902880083E0	0.54425232
3.912807083E0	0.77387482
3.922735083E0	0.6095166
3.932663083E0	0.85949677
3.942591083E0	0.62463516
3.952518083E0	0.85365891
3.962446083E0	0.61370789
3.972374083E0	0.76264816
3.982302083E0	0.54604858
3.992229083E0	0.70576645
4.002157083E0	0.53137909
4.012085083E0	0.64678909
4.022013083E0	0.55308395
4.031940083E0	0.65232758
4.041868083E0	0.61565384
4.051796083E0	0.68001999
4.061724083E0	0.61041473
4.071651083E0	0.62643143
4.081579083E0	0.54694672
4.091507083E0	0.53811508
4.101435083E0	0.4794371
4.111362083E0	0.44396088
4.121290083E0	0.43692551
4.131218083E0	0.44216461
4.141146083E0	0.45548691
4.151073083E0	0.50263885
4.161001083E0	0.50248917
4.170929083E0	0.51880524
4.180857083E0	0.5219487
4.190784083E0	0.5232959
4.200711708E0	0.49680099
4.210639708E0	0.45249313
4.220567708E0	0.44695465
4.230494708E0	0.38184006
4.240422708E0	0.36447617
4.250350708E0	0.33947815
4.260278708E0	0.35549484
4.270205708E0	0.3201683
4.280133708E0	0.3334906
4.290061708E0	0.37809784
4.299989708E0	0.37151154
4.309916708E0	0.36717056
4.319844708E0	0.40863434
4.329772708E0	0.35175262
4.339700708E0	0.40354492
4.349627708E0	0.34262161
4.359555708E0	0.31597702
4.369483708E0	0.29442184
4.379411708E0	0.25819717
4.389338708E0	0.23679169
4.399266708E0	0.25640091
4.409194708E0	0.25699966
4.419122708E0	0.28020142
4.429049708E0	0.2658313
4.438977708E0	0.27675858
4.448905708E0	0.27870453
4.458833708E0	0.2803511
4.468760708E0	0.25625122
4.478688708E0	0.23619293
4.488616708E0	0.20909927
4.498544708E0	0.18694534
4.508471708E0	0.21329056
4.518399708E0	0.18724472
4.528327708E0	0.19472916
4.538255708E0	0.19907013
4.548183708E0	0.19233414
4.558110708E0	0.24173141
4.568038708E0	0.23245071
4.577966708E0	0.18410126
4.587894708E0	0.17167709
4.597821708E0	0.1649411
4.607749708E0	0.15401382
4.617677708E0	0.16284546
4.627605708E0	0.13964371
4.637532708E0	0.15116974
4.647460708E0	0.11569351
